 -8.28748E+01,+7.36639E+00
 -8.30742E+01,+7.59169E+00
 -8.32331E+01,+7.84854E+00
 -8.33599E+01,+7.92759E+00
 -8.36054E+01,+8.04445E+00
 -8.38377E+01,+8.18189E+00
 -8.40072E+01,+8.30028E+00
 -8.41577E+01,+8.47377E+00
 -8.44187E+01,+8.63674E+00
 -8.46858E+01,+8.77169E+00
 -8.50438E+01,+8.93723E+00
 -8.53805E+01,+9.08908E+00
 -8.56124E+01,+9.20327E+00
 -8.59105E+01,+9.42337E+00
 -8.62036E+01,+9.68364E+00
 -8.64487E+01,+9.93830E+00
 -8.66480E+01,+1.02350E+01
 -9.08980E+01,+1.25837E+01
 -9.13079E+01,+1.28322E+01
 -9.17186E+01,+1.30801E+01
 -9.20632E+01,+1.32712E+01
 -9.22724E+01,+1.32233E+01
 -9.25992E+01,+1.34980E+01
 -9.29619E+01,+1.37221E+01
 -9.33094E+01,+1.37932E+01
 -9.36558E+01,+1.40161E+01
 -9.40552E+01,+1.42221E+01
 -9.45422E+01,+1.44786E+01
 -9.48729E+01,+1.46998E+01
 -9.51170E+01,+1.48866E+01
 -9.54663E+01,+1.50902E+01
 -9.57986E+01,+1.52765E+01
 -9.62190E+01,+1.53609E+01
 -9.67270E+01,+1.53601E+01
 -9.72174E+01,+1.53584E+01
 -9.76914E+01,+1.55080E+01
 -9.81657E+01,+1.56399E+01
 -9.85878E+01,+1.57715E+01
 -9.90281E+01,+1.59191E+01
 -9.94347E+01,+1.61340E+01
 -9.98060E+01,+1.62980E+01
 -1.00336E+02,+1.64424E+01
 -1.00867E+02,+1.66363E+01
 -1.01703E+02,+1.70256E+01
 -1.02432E+02,+1.72799E+01
 -1.03200E+02,+1.76155E+01
 -1.03792E+02,+1.79200E+01
 -1.04191E+02,+1.81383E+01
 -1.04406E+02,+1.82090E+01
 -1.04725E+02,+1.83684E+01
 -1.05043E+02,+1.86216E+01
 -1.05247E+02,+1.87619E+01
